Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-58393,SKU-498855,559-6931-75,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,USA,PO-73691,786,126.36,9.9,0.05,112066.31,189.97,208.97,5,641,121770.77,40774.01,Online Fulfillment,Government Health Aid,145,200,20,0,2024-09-22,2025-01-18,2025-07-10,291,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-7-R4,BIN-309,Keep Refrigerated,145,Expired,18322.2,Incineration,Approved
BAT-2026-86350,SKU-572398,707-2786-67,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Switzerland,PO-13667,1057,31.97,2.19,0.05,37796.73,51.04,56.14,5,620,31644.8,11823.4,Online Fulfillment,Insurance,437,100,40,0,2024-10-27,2025-02-19,2025-10-10,348,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-105,Hazmat Vault,Aisle-7-R5,BIN-223,Standard Handling,437,Expired,13970.89,Incineration,Approved
BAT-2026-82420,SKU-564226,615-4629-88,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-28726,662,83.52,2.3,0.12,63447.67,132.87,146.16,0,559,74274.33,27586.65,Emergency ICU,Government Health Aid,103,50,40,0,2025-02-19,2025-03-14,2026-05-27,462,Room Temperature (15-25°C),15.0,25.0,1,0,Schedule IV,1,INS-111,Zone-B,Aisle-20-R1,BIN-751,Standard Handling,103,Expired,8602.56,Incineration,Approved
BAT-2026-29410,SKU-411797,144-9543-48,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,India,PO-28630,1999,137.94,6.26,0.12,321344.85,232.09,255.3,10,1690,392232.1,159113.5,Online Fulfillment,Cash,309,100,20,0,2025-07-19,2025-10-11,2026-05-09,294,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-108,Zone-B,Aisle-2-R4,BIN-862,Fragile Glass,309,Expired,42623.46,Incineration,Approved
BAT-2026-66333,SKU-717113,569-1510-17,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,India,PO-87283,1690,172.27,13.66,0.05,328778.52,250.91,276.0,5,809,202986.19,63619.76,Hospital Outpatient,Credit Card,881,100,40,0,2025-07-07,2025-08-19,2026-06-03,331,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Zone-A,Aisle-7-R1,BIN-798,Protect from Light,881,Expired,151769.87,Incineration,Approved
BAT-2026-26704,SKU-549660,590-7580-64,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,UK,PO-65280,1367,19.16,0.88,0.05,28704.27,27.92,30.71,15,987,27557.04,8646.12,Online Fulfillment,Cash,380,100,80,0,2025-02-13,2025-02-28,2027-01-02,688,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-10-R1,BIN-911,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-15482,SKU-420214,802-2768-72,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-16376,931,21.89,1.75,0.12,24454.39,33.14,36.45,15,645,21375.3,7256.25,Emergency ICU,Credit Card,286,50,40,0,2025-04-03,2025-06-06,2026-03-03,334,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-8-R3,BIN-131,Keep Refrigerated,286,Expired,6260.54,Incineration,Approved
BAT-2026-50404,SKU-696251,829-8267-19,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,UK,PO-49998,1628,150.98,8.7,0.0,259959.04,190.58,209.64,20,580,110536.4,22968.0,Hospital Outpatient,Government Health Aid,1048,50,40,0,2024-11-13,2025-02-24,2025-12-07,389,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Zone-A,Aisle-6-R4,BIN-587,Protect from Light,1048,Expired,158227.04,Incineration,Approved
BAT-2026-57795,SKU-751194,182-6277-87,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,India,PO-47156,1254,118.74,8.32,0.12,177201.24,154.64,170.1,10,994,153712.16,35684.6,Emergency ICU,Insurance,260,50,80,0,2025-02-23,2025-06-22,2027-02-06,713,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-8-R3,BIN-278,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-15229,SKU-163156,251-2076-26,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,India,PO-38256,1608,78.04,2.77,0.18,152530.38,99.92,109.91,20,913,91226.96,19976.44,Hospital Outpatient,Credit Card,695,200,20,0,2025-03-25,2025-07-17,2025-10-14,203,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-109,Hazmat Vault,Aisle-13-R1,BIN-114,Protect from Light,695,Expired,54237.8,Incineration,Approved
BAT-2026-56898,SKU-739244,381-9984-51,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,Germany,PO-33996,1942,192.72,14.39,0.18,469574.82,295.85,325.44,20,1017,300879.45,104883.21,Hospital Outpatient,Government Health Aid,925,200,80,0,2025-07-07,2025-09-21,2026-10-30,480,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Cold Vault-1,Aisle-5-R2,BIN-215,Fragile Glass,603,Contamination,116210.16,Incineration,Approved
BAT-2026-37535,SKU-876039,490-9692-47,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,UK,PO-74067,746,64.27,4.81,0.12,57287.13,109.09,120.0,10,278,30327.02,12459.96,Online Fulfillment,Cash,468,100,40,0,2025-06-10,2025-07-10,2027-02-06,606,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-20-R2,BIN-188,Protect from Light,194,Recall,12468.38,N/A,Approved
BAT-2026-99399,SKU-204053,564-9282-87,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,India,PO-10273,120,29.69,0.71,0.18,4289.3,46.16,50.78,20,78,3600.48,1284.66,Online Fulfillment,Government Health Aid,42,200,20,0,2024-11-17,2025-02-12,2025-09-28,315,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-20-R3,BIN-842,Standard Handling,42,Expired,1246.98,Incineration,Approved
BAT-2026-42706,SKU-899787,540-2624-99,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-5813,Nexus BioPharma,UK,PO-26033,940,56.84,2.46,0.0,55742.0,76.93,84.62,10,409,31464.37,8216.81,Hospital Outpatient,Cash,531,200,20,0,2025-05-08,2025-07-30,2027-03-04,665,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Zone-B,Aisle-14-R5,BIN-340,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-97416,SKU-317881,217-4522-65,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-5813,Nexus BioPharma,UK,PO-81766,266,18.68,0.82,0.0,5187.0,26.0,28.6,15,169,4394.0,1237.08,Online Fulfillment,Credit Card,97,50,20,0,2025-07-08,2025-09-06,2026-12-25,535,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-10-R2,BIN-566,Protect from Light,13,Contamination,242.84,Incineration,Pending Audit
BAT-2026-23473,SKU-755900,562-4743-62,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Germany,PO-55698,1397,111.57,4.41,0.0,162024.06,187.43,206.17,10,664,124453.52,50371.04,In-Store Pharmacy,Cash,733,50,40,0,2025-08-31,2025-10-27,2027-05-03,610,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-107,Cold Vault-2,Aisle-9-R4,BIN-990,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-56357,SKU-321275,447-8430-61,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-18855,487,120.8,4.42,0.18,71571.47,179.08,196.99,5,184,32950.72,10723.52,Online Fulfillment,Cash,303,50,40,0,2025-03-16,2025-06-26,2026-12-10,634,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-1-R4,BIN-693,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-83385,SKU-377501,525-2557-50,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-8569,Apex Health Supplies,USA,PO-15856,700,122.3,5.81,0.05,93957.5,153.41,168.75,0,536,82227.76,16674.96,Emergency ICU,Cash,164,50,40,0,2024-12-01,2025-01-23,2025-06-20,201,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-105,Cold Vault-1,Aisle-14-R4,BIN-811,Protect from Light,164,Expired,20057.2,Incineration,Pending Audit
BAT-2026-63264,SKU-792509,537-6120-95,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,Switzerland,PO-64732,415,156.24,11.31,0.0,69533.25,253.81,279.19,15,238,60406.78,23221.66,In-Store Pharmacy,Government Health Aid,177,200,20,0,2025-04-07,2025-06-12,2026-07-29,478,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Zone-B,Aisle-9-R2,BIN-670,Keep Refrigerated,177,Expired,27654.48,Incineration,Approved
BAT-2026-91351,SKU-185131,361-7132-29,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,Germany,PO-73068,113,138.71,9.32,0.0,16727.39,188.88,207.77,0,68,12843.84,3411.56,Online Fulfillment,Credit Card,45,100,20,0,2025-02-07,2025-03-01,2026-02-15,373,Cold Chain (2-8°C),2.0,8.0,1,0,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-16-R3,BIN-379,Standard Handling,45,Expired,6241.95,Incineration,Pending Audit
BAT-2026-30257,SKU-264686,803-8770-18,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,UK,PO-85112,341,169.88,9.75,0.05,64150.28,219.46,241.41,15,235,51573.1,11651.3,Emergency ICU,Cash,106,50,40,0,2025-01-14,2025-04-19,2025-09-15,244,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-A,Aisle-20-R1,BIN-376,Keep Refrigerated,106,Expired,18007.28,Incineration,Approved
BAT-2026-41029,SKU-351516,193-2398-21,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,Germany,PO-50593,876,132.36,6.8,0.12,135817.84,205.58,226.14,5,558,114713.64,40856.76,Hospital Outpatient,Insurance,318,200,40,0,2025-08-02,2025-11-07,2026-02-20,202,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-111,Zone-B,Aisle-13-R1,BIN-123,Fragile Glass,318,Expired,42090.48,Incineration,Approved
BAT-2026-31299,SKU-282256,542-2582-57,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,UK,PO-84155,1469,61.73,2.79,0.05,99313.95,99.97,109.97,0,700,69979.0,26768.0,Online Fulfillment,Insurance,769,100,40,0,2025-09-01,2025-09-27,2026-10-23,417,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-111,Hazmat Vault,Aisle-15-R2,BIN-819,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-33206,SKU-678805,931-3131-81,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,Switzerland,PO-69293,664,104.51,4.69,0.12,80836.16,134.21,147.63,5,342,45899.82,10157.4,Emergency ICU,Government Health Aid,322,50,40,0,2025-09-18,2025-11-18,2027-08-31,712,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-8-R1,BIN-676,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-64040,SKU-178711,161-6400-95,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-54279,997,102.89,2.97,0.12,117852.18,171.74,188.91,5,573,98407.02,39451.05,Online Fulfillment,Insurance,424,50,80,0,2025-01-12,2025-04-05,2026-06-19,523,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-4-R1,BIN-591,Standard Handling,424,Expired,43625.36,Incineration,Pending Audit
BAT-2026-13248,SKU-264136,225-7730-55,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,USA,PO-59454,1463,150.07,8.3,0.05,242672.93,219.77,241.75,15,622,136696.94,43353.4,In-Store Pharmacy,Insurance,841,50,80,0,2025-09-10,2025-11-07,2027-05-04,601,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-104,Zone-A,Aisle-6-R4,BIN-164,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-33509,SKU-102805,994-7929-16,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,USA,PO-72289,191,60.52,3.96,0.0,12315.68,85.28,93.81,20,75,6396.0,1857.0,Hospital Outpatient,Credit Card,116,50,20,0,2025-09-14,2025-10-09,2027-02-27,531,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-3-R2,BIN-848,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-53540,SKU-528361,394-6119-55,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-8569,Apex Health Supplies,USA,PO-89391,1490,12.8,0.98,0.12,22820.84,21.15,23.27,5,1006,21276.9,8400.1,Hospital Outpatient,Government Health Aid,484,50,80,0,2025-03-08,2025-05-20,2026-08-04,514,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Cold Vault-2,Aisle-18-R3,BIN-808,Keep Refrigerated,484,Expired,6195.2,Incineration,Approved
BAT-2026-63964,SKU-572387,206-9313-37,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Germany,PO-27407,1055,179.79,13.57,0.05,213478.72,246.51,271.16,5,398,98110.98,26554.56,In-Store Pharmacy,Government Health Aid,657,100,40,0,2025-07-16,2025-11-05,2027-05-24,677,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Zone-B,Aisle-6-R3,BIN-256,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-97806,SKU-822858,258-8900-38,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,USA,PO-28156,1578,191.02,10.27,0.0,317635.62,320.19,352.21,15,911,291693.09,117673.87,In-Store Pharmacy,Cash,667,100,40,0,2025-06-28,2025-10-19,2027-06-20,722,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-105,Cold Vault-2,Aisle-13-R3,BIN-320,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-42527,SKU-722656,967-2773-54,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-76160,1551,99.99,2.61,0.12,177742.74,155.72,171.29,10,618,96234.96,34441.14,In-Store Pharmacy,Insurance,933,50,80,0,2025-03-07,2025-04-28,2026-12-02,635,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-109,Cold Vault-1,Aisle-18-R3,BIN-166,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-44970,SKU-592738,965-7022-24,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,USA,PO-93422,608,24.32,0.9,0.18,17995.34,40.36,44.4,15,386,15578.96,6191.44,Emergency ICU,Credit Card,222,100,80,0,2025-02-08,2025-05-16,2026-11-18,648,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Zone-A,Aisle-10-R5,BIN-507,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-30866,SKU-405407,880-5564-83,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,UK,PO-70415,875,100.92,5.26,0.0,92907.5,148.81,163.69,5,692,102976.52,33139.88,Online Fulfillment,Insurance,183,200,40,0,2025-07-24,2025-09-02,2026-11-27,491,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Cold Vault-1,Aisle-9-R1,BIN-794,Keep Refrigerated,74,Packaging Defect,7468.08,N/A,Approved
BAT-2026-24168,SKU-134225,331-8030-81,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-68973,134,119.6,4.86,0.05,17478.96,160.25,176.28,15,56,8974.0,2276.4,Emergency ICU,Cash,78,100,20,0,2024-12-25,2025-01-31,2025-11-05,315,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Zone-A,Aisle-4-R4,BIN-486,Protect from Light,78,Expired,9328.8,Incineration,Approved
BAT-2026-60140,SKU-342720,885-1430-87,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,Germany,PO-97453,305,106.6,4.76,0.18,39817.14,168.53,185.38,5,130,21908.9,8050.9,Online Fulfillment,Insurance,175,50,80,0,2024-11-09,2025-02-02,2026-03-17,493,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-7-R1,BIN-130,Keep Refrigerated,175,Expired,18655.0,Incineration,Approved
BAT-2026-15075,SKU-402099,773-5381-13,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,UK,PO-68861,1204,195.58,8.41,0.05,257377.88,321.29,353.42,0,805,258638.45,101196.55,Hospital Outpatient,Credit Card,399,200,80,0,2024-12-25,2025-01-14,2025-12-15,355,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-18-R4,BIN-138,Keep Refrigerated,399,Expired,78036.42,Incineration,Pending Audit
BAT-2026-71694,SKU-841296,284-5477-99,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,Germany,PO-29527,1685,197.4,9.7,0.12,388877.78,265.12,291.63,10,1058,280496.96,71647.76,Hospital Outpatient,Credit Card,627,100,20,0,2025-02-13,2025-04-18,2026-05-05,446,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-111,Zone-A,Aisle-7-R2,BIN-609,Standard Handling,627,Expired,123769.8,Incineration,Approved
BAT-2026-39154,SKU-396451,880-6062-53,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-52626,1995,186.92,10.57,0.0,393992.55,250.71,275.78,0,1439,360771.69,91793.81,Online Fulfillment,Government Health Aid,556,200,20,0,2024-10-14,2025-01-21,2025-11-30,412,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule II,1,INS-105,Cold Vault-2,Aisle-17-R1,BIN-542,Protect from Light,556,Expired,103927.52,Incineration,Approved
BAT-2026-36158,SKU-837135,459-1100-33,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,USA,PO-21706,1511,28.13,0.63,0.18,51107.16,38.32,42.15,0,697,26709.04,7102.43,Emergency ICU,Credit Card,814,200,80,0,2025-04-25,2025-06-03,2027-03-01,675,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Zone-A,Aisle-16-R4,BIN-950,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-70332,SKU-576086,990-3347-82,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Switzerland,PO-91889,1125,172.44,6.3,0.18,236001.6,263.55,289.91,10,788,207677.4,71794.68,Online Fulfillment,Insurance,337,50,80,0,2025-05-04,2025-06-26,2026-11-15,560,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-104,Zone-B,Aisle-4-R1,BIN-576,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-55830,SKU-174637,773-7566-18,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,USA,PO-97097,1121,114.54,3.28,0.18,155188.1,151.22,166.34,0,862,130351.64,31618.16,Emergency ICU,Credit Card,259,100,80,0,2025-03-03,2025-06-15,2026-06-21,475,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,1,INS-110,Cold Vault-1,Aisle-8-R1,BIN-522,Protect from Light,259,Expired,29665.86,Incineration,Approved
BAT-2026-50001,SKU-820775,245-1502-21,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,India,PO-91735,1513,74.35,4.2,0.12,132345.14,96.51,106.16,20,741,71513.91,16420.56,Online Fulfillment,Credit Card,772,50,80,0,2025-06-20,2025-08-23,2026-02-03,228,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-111,Cold Vault-1,Aisle-13-R2,BIN-279,Protect from Light,772,Expired,57398.2,Incineration,Approved
BAT-2026-39831,SKU-344762,864-9691-37,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,India,PO-63690,665,137.22,8.46,0.0,96877.2,228.35,251.19,0,259,59142.65,23602.67,Hospital Outpatient,Cash,406,50,20,0,2025-02-04,2025-03-04,2026-01-01,331,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-3-R1,BIN-113,Standard Handling,406,Expired,55711.32,Incineration,Approved
BAT-2026-39219,SKU-377405,485-7878-68,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-9028,PharmaDist Inc,India,PO-60755,1229,153.02,3.42,0.0,192264.76,237.81,261.59,5,974,231626.94,82585.46,In-Store Pharmacy,Cash,255,50,40,0,2025-07-20,2025-10-23,2027-01-12,541,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-8-R4,BIN-690,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-13101,SKU-926097,449-3578-57,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,UK,PO-40516,1895,190.98,14.01,0.12,431884.9,295.74,325.31,10,1012,299288.88,106017.12,Emergency ICU,Insurance,883,50,80,0,2024-12-26,2025-04-08,2026-04-11,471,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-20-R3,BIN-145,Protect from Light,883,Expired,168635.34,Incineration,Approved
BAT-2026-96511,SKU-929683,419-6314-82,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Switzerland,PO-61825,1945,154.53,6.16,0.05,327570.09,235.85,259.44,15,1705,402124.25,138650.6,Hospital Outpatient,Cash,240,100,80,0,2024-12-17,2025-02-15,2026-09-24,646,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-104,Zone-A,Aisle-15-R2,BIN-772,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-35313,SKU-755420,710-2391-16,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-7152,GlobalMed Logistics,UK,PO-54433,1600,5.3,0.18,0.18,10294.4,8.45,9.29,5,641,5416.45,2019.15,In-Store Pharmacy,Government Health Aid,959,100,80,0,2025-07-11,2025-09-26,2026-06-26,350,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Hazmat Vault,Aisle-15-R5,BIN-164,Keep Refrigerated,959,Expired,5082.7,Incineration,Approved
BAT-2026-62227,SKU-718439,259-3579-89,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-7152,GlobalMed Logistics,Germany,PO-80909,802,15.37,1.0,0.05,13745.08,22.96,25.26,20,587,13477.52,4455.33,Online Fulfillment,Cash,215,50,80,0,2025-09-21,2025-10-16,2026-08-31,344,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-2-R5,BIN-888,Fragile Glass,215,Expired,3304.55,Incineration,Approved
BAT-2026-53025,SKU-793300,150-2336-44,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-16005,501,53.91,4.06,0.12,32284.04,68.41,75.25,10,296,20249.36,4292.0,Emergency ICU,Insurance,205,200,80,0,2025-01-02,2025-04-07,2026-12-31,728,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-7-R2,BIN-997,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-46517,SKU-942956,553-7947-72,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,India,PO-97876,829,9.89,0.73,0.05,9213.92,14.51,15.96,0,454,6587.54,2097.48,Online Fulfillment,Credit Card,375,100,40,0,2025-08-04,2025-10-14,2026-11-19,472,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Zone-A,Aisle-11-R1,BIN-387,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-19099,SKU-307428,721-8242-63,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,UK,PO-68077,1679,13.97,0.3,0.05,25132.11,21.36,23.5,0,894,19095.84,6606.66,In-Store Pharmacy,Cash,785,50,20,0,2024-12-25,2025-04-13,2025-12-26,366,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-19-R1,BIN-826,Protect from Light,785,Expired,10966.45,Incineration,Pending Audit
